前大,['前大']
无本,['无本']
何乐而不为,"['why not do it', 'one would be only too glad to do it']"
食蚊鱼,"['mosquitofish', 'gambusia affinis']"
未修改,"['not modified', 'not make any amendments']"
赛车队,['赛车队']
后勤人员,"['support crew', 'logistical personnel', 'back office force']"
拿给,"['give sb sth', 'bring sb sth']"
接待室,['antechamber']
抱头痛哭,['抱头痛哭']
致伤,['vulnerate']
南边,['south']
差不离,['同 “差不多”']
高血钙症,['高血钙症']
氏症,['氏症']
凝聚剂,"['flocculant', 'polycoagulant']"
万吨级,['万吨级']
胶乳,"['latex', 'rubber latex', 'cream of latex']"
滥用职权,"['misfeasance', 'misuse of authority', 'breach of privilege']"
谈过,['have talked']
做客,['be a guest']
至始,['至始']
至终,['至终']
敝,"['my', 'our', 'old', 'shabby', 'tattered', 'worn-out']"
梵呗,['Buddhist chants']
拥入,['crowd into']
中国光大银行,['CEB(China Everbright Bank)']
进门处,['进门处']
壁炉架,"['mantel', 'mantel pick-up', 'mantel shelf']"
党派,"['political parties and groups', 'party groupings']"
春雷,['spring thunder']
白丝,['white silk']
含氧,['oxygen bearing']
小店,['store；boutique']
熟食店,"['Deli', 'delicatessen']"
连续式,['continuous system']
厌氧发酵,"['anaerobic digestion', 'anaerobic fermentation']"
产气,"['aerogenesis', 'aerosis']"
下放,"['transfer (power) to a lower level', 'delegate (power) to local government']"
腻,"['greasy', 'oily', 'meticulous', 'tired of', 'be bored with']"
烦透了,['烦透了']
摄影家,['photographer']
凯迪,['Caddy']
高清晰,['HD(high definition)']
可接,['可接']
全密封,['omniseal']
冷媒,"['refrigerant', 'coolants']"
气态,"['gas state', 'gaseity', 'gaseous state', 'gaseousness']"
环境中运行,['环境中运行']
治理者,['治理者']
体育项目,"['sporting events', 'individual sprots']"
开了门,['开了门']
非主流,"['non-mainstream', 'alternative']"
热计,['热计']
电吉他,"['amp', 'electric guitar']"
云芝,['rainbow conk']
与胞外,['与胞外']
图王,['图王']
总爱,['总爱']
保密性,"['security', 'confidentiality', 'privacy']"
安全级别,['security level']
识读,['识读']
硅片,"['silicon wafer', 'silicon slice', 'silicon pellet', 'chip of silicon']"
农和,['农和']
尊荣,['rank and honour']
势利,['snobbish']
舒柏特,['舒柏特']
古典主义,['classicism']
回家路上,['on the way home']
雌雄,"['male and female', 'victory and defeat']"
含胶,['含胶']
雌株,['female plant']
石蒜,['short-tube lycoris']
医技,"['medical technician', 'medical technology']"
庭院式,['庭院式']
背风面,['leeside']
透风,"['ventilate', 'let in air']"
对马瑟,['对马瑟']
节省成本,['save cost']
喂食,"['feed', 'feeding service']"
单一型,['unitary type']
美国国家档案馆,['美国国家档案馆']
降低干扰,['降低干扰']
圣路易,"['St.Louis', 'St. louis', 'Saint Louis']"
伦纳德,['Leonard']
斯莱特,"['Slayter', 'Sleight', 'Slate', 'Slater']"
伯恩斯坦,['Bernstein']
车牌,"['plate number', 'licence plate']"
半月形,"['semilune', 'half-moon-shaped']"
保卫祖国,"['protect the country', 'defend the motherland']"
细胞培养,['cell culture']
连续传代,"['continuous passage', 'serial passage']"
繁杂,"['miscellaneous', 'many and diverse', 'detailed and complicated', 'complicated and overloaded']"
融会贯通,"['digest', 'achieve mastery through a comprehensive study of the subject']"
暴发性,"['fulminant', 'fulminating']"
给养,"['provisions', 'victuals', 'rations']"
兔业,['兔业']
简体中文,['simplified Chinese']
板材,"['panel', 'slab', 'board', 'plates', 'sheet material']"
旺,"['flourishing', 'prosperous', 'vigorous']"
呵呵,"['ho ho', 'roar with laughter']"
藏久,['藏久']
适时,"['timing', 'timeliness', 'pat', 'in good time']"
翻亮,['翻亮']
锃亮,['shiny']
一时间,['passing']
递烟,['递烟']
神创论,['creationism']
区该,['区该']
涉,"['experience', 'wade', 'involve', 'implicate', 'go through']"
枢,"['pivot', 'hub', 'centre', 'door-hinge']"
密令,['a secret order']
公共部门,['public sector']
俄克拉荷马州,['Oklahoma']
详细情况,"['details', 'detailed information']"
钓线,"['fishline', 'angling line']"
钓起,['钓起']
虹,"['rainbow', 'a surname']"
够受的,"['quite an ordeal', 'hard to bear']"
十多个,['十多个']
头戴,['wear']
泥水,"['muddy water', 'heavy water']"
劳动成果,"['fructus industriales', 'fruits of labour']"
退后,"['back', 'step back', 'give back', 'fall behind']"
井底,"['landing', 'gag', 'shaft bottom', 'pit bottom']"
掘出,"['exhume', 'unearth', 'disinter', 'dig out', 'disinhume']"
沙子,"['sand', 'pellets', 'grit']"
推算,"['dead reckoning', 'calculate', 'reckon']"
蝗虫,['locust']
大雨倾盆,['rain cats and dogs']
涉水而行,['涉水而行']
会计年度,"['accounting year', 'fiscal year', 'financial year']"
升到,['rise to']
作诗,"['berime', 'versification', 'versify', 'poetize', 'compose verse']"
云波,['云波']
断热,['断热']
烧锅,['enamelware pot']
快速通道,"['hyperchannel', 'fast track', 'fast channel']"
先行者,"['forerunner', 'foregoer']"
教化,"['indoctrination', 'educate', 'humanize', 'civilize', 'moralize']"
之殇,['之殇']
经理助理,['manager assistant']
诱导性,['inductivity']
红斑狼疮,['lupus erythematosus']
交直流,['ac/dc']
单线程,['single thread']
扣压,"['withhold', 'pigeonhole']"
死对头,"['sworn enemy', 'deadly foe']"
不计,"['disregard', 'irrespective of', 'not take into account']"
驱力,['drive']
著手,['begin']
不二法门,"['the one and only way', 'the only proper course to take']"
和谐一致,['和谐一致']
该是,['would be']
虔敬,"['reverent', 'devotional']"
信德,['信德']
爱德,['爱德']
坚忍,['steadfast and persevering (in face of difficulties)']
下波能,['下波能']
透平,['turbine']
迎角,"['incidence', 'angle of attack', 'angle of incidence', 'rigging angle of incidence']"
预缴,['prepay']
创富网,['创富网']
任何理由,['任何理由']
等位基因,"['allele', 'allelomorph', 'allel', 'allelic genes']"
支数,"['number', 'count']"
暴涨,"['boom', 'rise suddenly and sharply']"
挂失,['report the loss of']
失主,['owner of lost property']
免予,['免予']
克鲁塞,['Kruse']
哪些地方,['which places']
汽价,['汽价']
攀高,['攀高']
供房,['供房']
赏赐,"['award', 'grant a reward']"
圣流,['圣流']
阻障,['阻障']
神国,['神国']
医治,"['heal', 'cure', 'treat', 'give medical treatment']"
神说,['神说']
血气,"['sap', 'vigour', 'animal spirits']"
难成,['难成']
八卦掌,['Eight Diagrams Palm']
习练,['习练']
掌法,['掌法']
贤者,"['oracle', 'philosopher', 'savant']"
李清云,['李清云']
悟出来,['悟出来']
跳时,['跳时']
分院,['branch courts']
无线网络,['wireless network']
研修班,['training class']
援外,"['foreign aid, aid for foreign countries']"
团组,"['group', 'team']"
道胜,['道胜']
太和,['supreme harmony']
树莓,"['raspberry', 'rubus corchorifolius']"
温湿度,['humiture']
肥水,['rich water']
疏枝,['疏枝']
食肴,['食肴']
中原地区,['Central China']
鲊,['鲊']
豉,['fermented soya beans， salted or otherwise']
调味品,"['condiments', 'spices']"
陈村,['Chencun Town（地名）']
收款人,"['payee', 'receiver', 'chamberlain']"
帝姆,['帝姆']
小白鼠,['MOUSE']
抗辐射,"['radioresistance', 'radiation hardening']"
个土,['个土']
探井,"['exploratory well', 'prospecting well']"
竖,"['upright', 'stand', 'vertical', 'perpendicular', 'erect']"
管测,['管测']
压计及,['压计及']
主打,"['featured', 'leading']"
利雅得,['Riyadh']
迪耶,"['Diers', 'Diet']"
艾桑,['艾桑']
德拉诺,['Delano']
埃说,['埃说']
韩国国防部,['韩国国防部']
烙印,"['stigma', 'sear']"
反话,"['irony', 'sarcasm', 'remark implying a meaning opposite to what it says']"
功名利禄,['high official positions and riches']
单种,['单种']
塞尔维亚人,['serbs']
锆石,"['zircon', 'azorite', 'zirconite', 'acorite', 'ostranite']"
人生观,"['outlook on life', 'view of life']"
道德观,"['morality', 'ethics', 'moral outlook']"
溜达,"['go for a walk', 'stroll', 'saunter']"
明确指出,"['clearly point out', 'pinpoint']"
金童玉女,['golden boy and jade girl -- immortal boy and girl in waiting of a divine house']
埃夫隆,['埃夫隆']
哈金斯,['Huggins']
翼翼,['cautiously']
林丛,['林丛']
繁花,['繁花']
怒放,['in full bloom']
墨水,['ink']
葱蒜,['葱蒜']
期末考试,['final']
班里,['班里']
不服输,['不服输']
信心倍增,['full of confidence']
翻身仗,['bring about an upswing']
党争,['conflict between parties']
非决定性,['非决定性']
三环,['tricyclic']
毛蚶,['blood clam']
贝类,"['shellfish', 'molluscs']"
比非,['比非']
比雪夫,['比雪夫']
递推,"['recurrence', 'recursion']"
乱糟糟,"['hubbub', 'cluttered', 'chaotic', 'in a mess']"
弄不好,['弄不好']
新孟邦,['新孟邦']
函件,"['letters', 'correspondence']"
据报,"['said to be', 'reported to be']"
毛淡棉,"['Moulmein', 'mawlamyine']"
军区,"['military region', '(military) area command']"
司令部,"['Command', 'headquarters']"
尼必,['尼必']
揉,"['massage', 'knead', 'malaxate']"
粘手,"['stick to hand', 'feel sticky']"
随铝,['随铝']
碳化物,['carbide']
数为,['数为']
万张,['万张']
吉内塔,['吉内塔']
后母,['stepmother']
波洛克,['Pollock']
国家知识产权局,"['SIPO(State Intellectual Property Office)', 'State Intellectual Property Bureau']"
条法司,['Department of Treaty and Law']
副司长,"['deputy director', 'deputy head', 'subdirector']"
风向,['wind direction']
转东,['转东']
各族,['各族']
被数,['被数']
聚酯树脂,['polyester resin']
白血球,"['leucocyte', 'leukocyte', 'white blood cell', 'white corpuscle']"
但乔,['但乔']
入站,['inbound']
出站,['outbound']
四射,['四射']
罗本,['Robben']
准军事,['准军事']
苍南县,['苍南县']
天亚社,['天亚社']
由商,['由商']
教友,"['conversus', 'church member']"
一概,"['entirely', 'totally', 'without exception']"
百宝,['百宝']
进口额,['amount of imports']
那兽,['那兽']
行过,['行过']
印号,['印号']
朝拜,"['worship', 'pay respects to (a sovereign)', 'pay religious homage to']"
看得懂,"['be able to understand', 'make sense of']"
看得准,['看得准']
服务行业,['service industry']
斯伦贝谢,['Schlumberger']
扫描时间,['scanning time']
伪影,['artifact']
少些,['a little of']
草场,['meadow']
载畜量,"['grazing capacity', 'rate of stocking']"
伤痕,['scar']
嬉笑,"['playful', 'playsome', 'be laughing and playing']"
人格魅力,"['personality charm', 'charm of personality', 'personal charisma']"
遍寻,['ransack']
范利安,['范利安']
崔贤英,['崔贤英']
经济模型,"['economic model', 'economic mode']"
进他,['进他']
讲道理,"['reasoning', 'bring out the facts and reasons']"
八十多岁,['octogenarian']
仁义,['kindheartedness and justice']
庄,"['village', 'banker', 'manor', 'serious', 'palce of business']"
这口井,['这口井']
抢走,"['loot', 'rap']"
乾瘪,"['shrivel', 'wizened', 'shrivelled']"
昏花,['dim-sighted']
约伯,['job']
愚顽,['ignorant and stubborn']
嗳,['oh']
从神,['从神']
得福,['得福']
以口,['以口']
飞奔,"['run at full speed', 'run like the wind', 'run like mad']"
大包,"['bale', 'Dabao (Major Luo-Connecting Point of the Spleen, Sp 21)']"
不争气,"['be disappointing', ""fail to live up to sb's expectations"", 'submit to defeat or failure without putting up a fight', 'be easily discouraged', 'let sb. down']"
地流,['地流']
以禄,['以禄']
二十五日,['二十五日']
修完,['修完']
共修,['共修']
五十二天,['五十二天']
探供,['探供']
扶植,"['prop up', 'foster']"
天球,"['celestial sphere', 'sphere']"
如电,['如电']
声波测井,"['acoustic logging', 'sonic log']"
蟹,"['crab', 'Cr']"
解井,['解井']
录井,"['logging', 'well log']"
两至,['两至']
杯中,['杯中']
家庭影院,"['family cinema', 'home theatre']"
抗旱,"['drought resisting', 'fight a drought', 'combat drought', 'fight against drought']"
可回收,['recoverable']
保龄球道,['bowling alley']
芳基,"['aryl', 'aryl group', 'aryl-']"
重播,['rebroadcast']
慢镜头,"['slow-motion', 'slow motion']"
门线,['门线']
盖棺定论,['final judgement']
美苏,['U.s.-Soviet']
诡异,['strange']
豆子,"['beans', 'pulse']"
无法回答,['无法回答']
基亚,"['Kia', 'Kya', 'Kea']"
罗斯塔,['罗斯塔']
当纳尼,['当纳尼']
带球,['dribbling']
费戈,['费戈']
单色,"['monochrome', 'homochromy', 'homochromatism', 'black and white']"
偏振光,['polarized light']
多束,['multi beam']
雷暴,"['thunderstorm', 'lightning storm', 'thunder-gust']"
小册子,"['pamphlet', 'booklet', 'brochure']"
簇拥,"['cluster round', 'attended by crowd']"
马刺队,['Spurs']
希奥,"['Shio', 'Scio']"
奥博,['erudite']
翻拍,"['copying', 'reproduce', 'recopy']"
对垒,"['stand facing each other', 'confront each other, ready for battle', 'be pitted against each other']"
中向,['中向']
小将,"['young pathbreaker', 'young general']"
佐顿,['佐顿']
申作,['申作']
表达方法,['expressing methods']
转换方法,['transfer approach']
议会制,"['parliamentarism', 'parliamentary system']"
抓拍,['take a candid photograph']
二叉树,['binary tree']
激越,"['intense', 'vehement', 'loud and strong']"
万事俱备,"['Everything is ready.', 'complete with everything needed', 'Everything has been arranged.', 'Everything was got ready.']"
信函,"['letter', 'correspondence', 'mail transfer']"
挂号,['registration']
互联网服务,['internet service']
狄氏剂,"['dieldrin', 'Octalox', 'compound 497', 'Alvit55']"
截尾,['truncation']
拍框,['frame of racket']
低风阻,['低风阻']
如高糖,['如高糖']
你种,['你种']
独塔,['独塔']
单索面,['单索面']
更显,['更显']
蒙头,['蒙头']
遮面,['遮面']
不声不响,"['mute', 'make no reply', 'not making a sound', 'without saying a word']"
驻极体,['electret']
表面电势,['surface potential']
等温线,"['isotherm', 'isothermals', 'isothermal']"
兰缪尔,['兰缪尔']
佛兰德,['Flanders']
利希,['Lich']
丹父,['丹父']
江石,['江石']
讬,['讬']
结合点,"['joint point', 'bonding point']"
现职,"['present job', 'current post', 'present employment']"
护花使者,['护花使者']
高碳钢,['high-carbon steel']
盘条,['steel wire rod']
抢银行,['rob a bank.']
石磊,['Shi Lei（人名）']
紧锁,"['knit', 'lock']"
叫门,"['call at the door to be let in', 'knock at the door']"
训练课,['practice session']
男单,"[""men's singles""]"
李宗伟,['Lee Chong Wei']
林丹,['Lin Dan']
双拳,['双拳']
病鱼,['病鱼']
鳞囊,['scale follicle']
鳍,"['fin', 'fim', 'supporting surfaces']"
脾和肠,['脾和肠']
显出,"['exhibition', 'show', 'express', 'give evidence']"
华史东,['华史东']
同声同气,['同声同气']
邓刚,['邓刚']
云室,"['cloud chamber', 'nepheloscope']"
凯斯勒,"['Keisler', 'Kessler']"
反烟,['反烟']
词类,['parts of speech']
十堰,['Shiyan']
看不懂,['be blind to']
输出表,['输出表']
取之不尽,['inexhaustible']
连试,['连试']
迸发,"['burst out', 'burst forth']"
观望,"['look on', 'wait and see']"
拥堵,"['jam', 'congestion', 'block up']"
有位,['有位']
女护士,['female nurse']
鬼混,"['fool around', 'lead an aimless or irregular existence']"
专页,['专页']
巴楚,['Bachu']
地质模型,['geologic model']
几何学,['geometry']
更愿,['更愿']
沉湎,"['wallow in', 'be given to']"
不解之谜,"['mystery', 'enigma', 'unfathomable enigmainsoluble', 'insolvable] riddle']"
多支,['多支']
中国队,['Chinese team']
